vessel,carrier,voyage No.,service,POD,ETA,Berthing,Updatetime
TS SHENZHEN,TSL,22020N:22021S,JHT,OSA,2022/09/21,2022/09/21,2022/9/19 15:00
OPTIMA,TSL,22017N:22018S,JTK,OBE,2022/09/28,2022/09/28,2022/9/20 23:00
HALCYON,TSL,22029N:22030S,JTK2,OBE,2022/09/29,2022/09/29,2022/9/20 23:00
TS KOBE,TSL,22022N:22023S,JTK2,OBE,2022/09/27,2022/09/27,2022/9/20 23:00
TS MOJI,TSL,22025N:22026S,JHT,OSA,2022/09/20　11:40,2022/09/20　12:40,2022/9/19 15:00
HYPERION,TSL,22017N:22018S,JTK2,OSA,2022/09/21,2022/09/21,2022/9/19 15:00
LALIT BHUM,TSL,22013N:22014S,JMV,OSA,2022/09/20　17:30,2022/09/20　18:30,2022/9/19 15:00
PACIFIC QINGDAO,TSL,2237E:2237W,CSJ1,OSA,2022/09/20　10:07,2022/09/20　10:47,2022/9/20 15:00
TS SHENZHEN,TSL,22020N:22021S,JHT,OSA,2022/09/21　09:40,2022/09/21　10:40,2022/9/20 15:00
PACIFIC QINGDAO,TSL,2238E:2238W,CSJ3,YOK,2022/09/26　PM,2022/09/26　PM,2022/9/22 23:00
TS MOJI,TSL,22025N:22026S,JHT,OSA,2022/09/20　11:59,2022/09/20　12:44,2022/9/20 15:00
ACACIA WA,TSL,2237E:2237W,SKS,OSA,2022/09/23　18:00,2022/09/23,2022/9/20 15:00
HYPERION,TSL,22017N:22018S,JTK2,OSA,2022/09/22　18:00,2022/09/22　19:00,2022/9/20 15:00
OKEE PEARL,TSL,22017N:22018S,JHT,OSA,2022/09/28,2022/09/28,2022/9/20 15:00
TS MOJI,TSL,22025N:22026S,JHT,OBE,2022/09/20　19:20,2022/09/20　20:20,2022/9/19 15:00
LALIT BHUM,TSL,22013N:22014S,JMV,OBE,2022/09/21,2022/09/21,2022/9/19 15:00
ACACIA WA,TSL,2237E:2237W,SKS,OSA,2022/09/23　14:40,2022/09/23　15:40,2022/9/22 23:00
PACIFIC QINGDAO,TSL,2237E:2237W,CSJ1,OBE,2022/09/20　20:50,2022/09/20　21:50,2022/9/19 15:00
LALIT BHUM,TSL,22013N:22014S,JMV,OBE,2022/09/21　07:00,2022/09/21　08:00,2022/9/20 15:00
TS SHENZHEN,TSL,22020N:22021S,JHT,OBE,2022/09/21　22:20,2022/09/21　23:20,2022/9/20 15:00
GSL ELIZABETH,TSL,029S,JSM,OBE,2022/09/22　18:00,2022/09/22　19:00,2022/9/20 15:00
HYPERION,TSL,22017N:22018S,JTK2,OBE,2022/09/23　07:00,2022/09/23　08:00,2022/9/20 15:00
ACACIA WA,TSL,2237E:2237W,SKS,OBE,2022/09/24,2022/09/24,2022/9/20 15:00
TS SHANGHAI,TSL,22011N:22012S,JTK3,OSA,2022/09/26,2022/09/26,2022/9/22 23:00
TS SHENZHEN,TSL,22020N:22021S,JHT,TYO,2022/09/25　06:48,2022/09/27　19:00,2022/9/26 15:00
NYK CONSTELLATION,TSL,090S,JSM,TYO,2022/09/24　18:36,2022/09/24　19:22,2022/9/24 23:00
OKEE PEARL,TSL,22017N:22018S,JHT,OBE,2022/09/28,2022/09/28,2022/9/20 15:00
ULTIMA,TSL,22018N:22019S,JHT,TYO,2022/09/26　19:00,2022/09/28　08:00,2022/9/26 15:00
ACACIA WA,TSL,2237E:2237W,SKS,OBE,2022/09/23　23:59,2022/09/24　08:00,2022/9/22 23:00
PACIFIC QINGDAO,TSL,2238E:2238W,CSJ3,TYO,2022/09/28,2022/09/28,2022/9/26 15:00
TS SHENZHEN,TSL,22020N:22021S,JHT,TYO,2022/09/25　06:30,2022/09/26　19:00,2022/9/24 23:00
OPTIMA,TSL,22017N:22018S,JTK,TYO,2022/09/26　18:00,2022/09/26　19:00,2022/9/24 23:00
HALCYON,TSL,22029N:22030S,JTK2,TYO,2022/09/26　18:00,2022/09/26　19:00,2022/9/24 23:00
TS SHENZHEN,TSL,22020N:22021S,JHT,YOK,2022/09/24　19:25,2022/09/24　20:04,2022/9/24 23:00
YM CONTINENT,TSL,035N:036S,JMV,TYO,2022/10/03　07:00,2022/10/03　08:00,2022/9/26 15:00
TS KOBE,TSL,22022N:22023S,JTK2,YOK,2022/09/26　06:20,2022/09/26　07:42,2022/9/26 15:00
HALCYON,TSL,22029N:22030S,JTK2,YOK,2022/09/27　12:30,2022/09/27　13:30,2022/9/26 15:00
CONTSHIP UNO,TSL,22021N:22022S,JTK,OSA,2022/09/24　16:15,2022/09/24　16:54,2022/9/24 23:00
ULTIMA,TSL,22018N:22019S,JHT,YOK,2022/09/26　09:25,2022/09/26　10:00,2022/9/26 15:00
OPTIMA,TSL,22017N:22018S,JTK,YOK,2022/09/27　18:00,2022/09/27　19:00,2022/9/26 15:00
PACIFIC QINGDAO,TSL,2238E:2238W,CSJ3,YOK,2022/09/27　20:30,2022/09/27　21:30,2022/9/26 15:00
YM CONTINENT,TSL,035N:036S,JMV,YOK,2022/10/02　07:00,2022/10/02　08:00,2022/9/26 15:00
JRS CARINA,TSL,2238E:2238W,CSJ1,OSA,2022/09/26　06:34,2022/09/26　07:18,2022/9/26 15:00
TS SHANGHAI,TSL,22011N:22012S,JTK3,OSA,2022/09/26　06:42,2022/09/26　07:35,2022/9/26 15:00
OPTIMA,TSL,22017N:22018S,JTK,OSA,2022/09/29,2022/09/29,2022/9/26 15:00
YM CONTINENT,TSL,035N:036S,JMV,OSA,2022/09/29　10:30,2022/09/29　11:30,2022/9/26 15:00
JRS CARINA,TSL,2238E:2238W,CSJ1,OBE,2022/09/27　07:10,2022/09/27　08:10,2022/9/26 15:00
OPTIMA,TSL,22017N:22018S,JTK,OBE,2022/09/30,2022/09/30,2022/9/26 15:00
YM CONTINENT,TSL,035N:036S,JMV,OBE,2022/09/30　07:00,2022/09/30　08:00,2022/9/26 15:00
LORRAINE,TSL,003S,JSM,TYO,2022/10/01　20:00,2022/10/01　21:00,2022/9/27 15:00
OKEE PIPER,TSL,22019N:22020S,JTK,TYO,2022/09/29,2022/09/29,2022/9/27 15:00
LALIT BHUM,TSL,22013N:22014S,JMV,TYO,2022/09/24　06:34,2022/09/24　07:07,2022/9/24 15:00
OPTIMA,TSL,22017N:22018S,JTK,TYO,2022/09/24　23:00,2022/09/26　19:00,2022/9/24 15:00
INTRA BHUM,TSL,22020N:22021S,JHT,TYO,2022/10/09,2022/10/09,2022/9/27 15:00
SIRI BHUM,TSL,22037E:22037W,SJX5,TYO,2022/09/22　06:54,2022/09/22　07:28,2022/9/22 15:00
TS MOJI,TSL,22025N:22026S,JHT,TYO,2022/09/23　07:00,2022/09/23　08:00,2022/9/22 15:00
LALIT BHUM,TSL,22013N:22014S,JMV,TYO,2022/09/23　18:00,2022/09/23　19:00,2022/9/22 15:00
NYK CONSTELLATION,TSL,090S,JSM,YOK,2022/09/24　06:45,2022/09/24　07:45,2022/9/24 15:00
OKEE PEARL,TSL,22017N:22018S,JHT,TYO,2022/10/05,2022/10/05,2022/9/27 15:00
TS SHENZHEN,TSL,22020N:22021S,JHT,YOK,2022/09/24　19:30,2022/09/24　20:30,2022/9/24 15:00
HALCYON,TSL,22029N:22030S,JTK2,TYO,2022/09/26,2022/09/26,2022/9/22 15:00
JRS CARINA,TSL,2239E,CSJ3,TYO,2022/10/02,2022/10/02,2022/9/22 15:00
YM CONTINENT,TSL,035N:036S,JMV,TYO,2022/10/02　05:00,2022/10/02　06:00,2022/9/22 15:00
CONTSHIP UNO,TSL,22021N:22022S,JTK,YOK,2022/09/22　06:35,2022/09/22　07:24,2022/9/22 15:00
LALIT BHUM,TSL,22013N:22014S,JMV,YOK,2022/09/23　16:30,2022/09/23　17:30,2022/9/22 15:00
NYK CONSTELLATION,TSL,090S,JSM,YOK,2022/09/24　06:50,2022/09/24　07:50,2022/9/22 15:00
TS SHENZHEN,TSL,22020N:22021S,JHT,YOK,2022/09/24　14:30,2022/09/24　15:30,2022/9/22 15:00
ULTIMA,TSL,22018N:22019S,JHT,YOK,2022/09/26　11:00,2022/09/26　12:00,2022/9/24 15:00
OPTIMA,TSL,22017N:22018S,JTK,YOK,2022/09/27,2022/09/27,2022/9/24 15:00
HALCYON,TSL,22029N:22030S,JTK2,YOK,2022/09/27,2022/09/27,2022/9/22 15:00
YM CONTINENT,TSL,035N:036S,JMV,YOK,2022/10/01　05:00,2022/10/01　06:00,2022/9/22 15:00
JRS CARINA,TSL,2239E,CSJ3,YOK,2022/10/02,2022/10/02,2022/9/22 15:00
ULTIMA,TSL,22018N:22019S,JHT,YOK,2022/09/26　06:30,2022/09/26　07:30,2022/9/22 15:00
ACACIA WA,TSL,2237E:2237W,SKS,OSA,2022/09/22　14:40,2022/09/22　15:40,2022/9/22 15:00
CONTSHIP UNO,TSL,22021N:22022S,JTK,OSA,2022/09/24　07:20,2022/09/24　08:20,2022/9/22 15:00
HALCYON,TSL,22029N:22030S,JTK2,YOK,2022/09/27　12:15,2022/09/27　12:54,2022/9/27 15:00
ULTIMA,TSL,22018N:22019S,JHT,OSA,2022/09/23　17:25,2022/09/23　18:25,2022/9/22 15:00
PACIFIC QINGDAO,TSL,2238E:2238W,CSJ3,YOK,2022/09/27　20:30,2022/09/28　07:30,2022/9/27 15:00
OKEE PIPER,TSL,22019N:22020S,JTK,YOK,2022/09/30,2022/09/30,2022/9/27 15:00
LORRAINE,TSL,003S,JSM,YOK,2022/10/01　07:00,2022/10/01　08:00,2022/9/27 15:00
YM CONTINENT,TSL,035N:036S,JMV,OSA,2022/09/28　05:00,2022/09/28　06:00,2022/9/22 15:00
HALCYON,TSL,22029N:22030S,JTK2,OSA,2022/09/29,2022/09/29,2022/9/22 15:00
SIRI BHUM,TSL,22038E:22038W,SJX5,YOK,2022/09/28　18:00,2022/09/28　19:00,2022/9/27 15:00
ACACIA WA,TSL,2239E:2239W,SKS,OSA,2022/10/01,2022/10/01,2022/9/22 15:00
TS SHANGHAI,TSL,22011N:22012S,JTK3,OSA,2022/09/26　06:40,2022/09/26　07:40,2022/9/24 15:00
GSL ELIZABETH,TSL,029S,JSM,OBE,2022/09/23　06:35,2022/09/23　07:35,2022/9/22 15:00
ULTIMA,TSL,22018N:22019S,JHT,OBE,2022/09/24　06:50,2022/09/24　07:50,2022/9/22 15:00
SIRI BHUM,TSL,22037E:22037W,SJX5,TYO,2022/09/22　06:55,2022/09/22　08:00,2022/9/22 7:00
TS SHANGHAI,TSL,22011N:22012S,JTK3,OBE,2022/09/25　14:50,2022/09/25　15:50,2022/9/22 15:00
JRS CARINA,TSL,2238E:2238W,CSJ1,OSA,2022/09/26　12:10,2022/09/26　13:10,2022/9/24 15:00
HYPERION,TSL,22017N:22018S,JTK2,OBE,2022/09/23　15:20,2022/09/23　16:20,2022/9/22 15:00
CONTSHIP UNO,TSL,22021N:22022S,JTK,OBE,2022/09/24　16:20,2022/09/24　17:20,2022/9/22 15:00
TS KOBE,TSL,22022N:22023S,JTK2,OSA,2022/09/28　07:00,2022/09/28　08:00,2022/9/24 15:00
ACACIA WA,TSL,2237E:2237W,SKS,OBE,2022/09/24　AM,2022/09/24　AM,2022/9/22 15:00
ACACIA WA,TSL,2237E:2237W,SKS,OBE,2022/09/24　06:30,2022/09/24　07:56,2022/9/24 15:00
JRS CARINA,TSL,2238E:2238W,CSJ1,OBE,2022/09/26　AM,2022/09/26　AM,2022/9/22 15:00
OKEE PEARL,TSL,22017N:22018S,JHT,YOK,2022/10/04,2022/10/04,2022/9/27 15:00
YM CONTINENT,TSL,035N:036S,JMV,OBE,2022/09/29　06:00,2022/09/29　07:00,2022/9/22 15:00
HALCYON,TSL,22029N:22030S,JTK2,OBE,2022/09/30,2022/09/30,2022/9/22 15:00
ACACIA WA,TSL,2239E:2239W,SKS,OBE,2022/10/01,2022/10/01,2022/9/22 15:00
SIRI BHUM,TSL,22037E:22037W,SJX5,YOK,2022/09/21　23:20,2022/09/21　23:42,2022/9/22 7:00
CONTSHIP UNO,TSL,22021N:22022S,JTK,YOK,2022/09/22　06:35,2022/09/22　07:30,2022/9/22 7:00
ULTIMA,TSL,22018N:22019S,JHT,OBE,2022/09/24　06:50,2022/09/24　07:34,2022/9/24 15:00
CONTSHIP UNO,TSL,22021N:22022S,JTK,TYO,2022/09/21　18:58,2022/09/21　19:44,2022/9/21 23:00
SIRI BHUM,TSL,22037E:22037W,SJX5,TYO,2022/09/22　07:00,2022/09/22　08:00,2022/9/21 23:00
TS MOJI,TSL,22025N:22026S,JHT,TYO,2022/09/23,2022/09/23,2022/9/21 23:00
OPTIMA,TSL,22017N:22018S,JTK,TYO,2022/09/25,2022/09/25,2022/9/21 23:00
CONTSHIP UNO,TSL,22022N:22023S,JTK,YOK,2022/10/07,2022/10/07,2022/9/27 15:00
TS KOBE,TSL,22022N:22023S,JTK2,YOK,2022/09/26　06:20,2022/09/26　07:30,2022/9/26 7:00
OKEE PIPER,TSL,22019N:22020S,JTK,TYO,2022/09/28,2022/09/28,2022/9/21 23:00
ULTIMA,TSL,22018N:22019S,JHT,TYO,2022/09/27,2022/09/27,2022/9/21 23:00
TS SHANGHAI,TSL,22011N:22012S,JTK3,OBE,2022/09/26　18:20,2022/09/26　19:20,2022/9/24 15:00
JRS CARINA,TSL,2238E:2238W,CSJ1,OBE,2022/09/27　AM,2022/09/27　AM,2022/9/24 15:00
SIRI BHUM,TSL,22037E:22037W,SJX5,YOK,2022/09/21　23:05,2022/09/22　00:30,2022/9/21 23:00
TS KOBE,TSL,22022N:22023S,JTK2,OBE,2022/09/28　14:30,2022/09/28　15:30,2022/9/24 15:00
TS KOBE,TSL,22022N:22023S,JTK2,OSA,2022/09/28　08:10,2022/09/28　09:10,2022/9/27 15:00
ACACIA WA,TSL,2239E:2239W,SKS,OSA,2022/10/01　06:00,2022/10/01,2022/9/27 15:00
OKEE PEARL,TSL,22017N:22018S,JHT,OSA,2022/10/02,2022/10/02,2022/9/27 15:00
OKEE PIPER,TSL,22019N:22020S,JTK,OSA,2022/10/02,2022/10/02,2022/9/27 15:00
JRS CARINA,TSL,2238E:2238W,CSJ1,OSA,2022/09/26　06:34,2022/09/26　07:25,2022/9/26 7:00
TS YOKOHAMA,TSL,22025N:22026S,JTK3,OSA,2022/10/06,2022/10/06,2022/9/27 15:00
LALIT BHUM,TSL,22013N:22014S,JMV,TYO,2022/09/24　06:34,2022/09/24　08:00,2022/9/24 7:00
CONTSHIP UNO,TSL,22022N:22023S,JTK,OSA,2022/10/09,2022/10/09,2022/9/27 15:00
TS SHANGHAI,TSL,22011N:22012S,JTK3,OSA,2022/09/26　06:42,2022/09/26　07:40,2022/9/26 7:00
JRS CARINA,TSL,2238E:2238W,CSJ1,OBE,2022/09/27　06:30,2022/09/27　07:29,2022/9/27 15:00
NYK CONSTELLATION,TSL,090S,JSM,OBE,2022/09/28　12:45,2022/09/28　13:45,2022/9/27 15:00
OKEE PEARL,TSL,22017N:22018S,JHT,OBE,2022/10/02,2022/10/02,2022/9/27 15:00
NYK CONSTELLATION,TSL,090S,JSM,YOK,2022/09/24　06:45,2022/09/24　08:00,2022/9/24 7:00
TS KOBE,TSL,22022N:22023S,JTK2,OBE,2022/09/28　15:20,2022/09/28　16:20,2022/9/27 15:00
YM CONTINENT,TSL,035N:036S,JMV,TYO,2022/10/02　18:30,2022/10/02　19:30,2022/9/30 23:00
CONSIGNIA,TSL,22025N:22026S,JTK3,OBE,2022/10/06,2022/10/06,2022/9/27 15:00
HYPERION,TSL,22018N:22019S,JTK2,OBE,2022/10/08,2022/10/08,2022/9/27 15:00
CONTSHIP UNO,TSL,22022N:22023S,JTK,OBE,2022/10/09,2022/10/09,2022/9/27 15:00
OKEE PIPER,TSL,22019N:22020S,JTK,OBE,2022/10/03,2022/10/03,2022/9/27 15:00
TS YOKOHAMA,TSL,22025N:22026S,JTK3,OBE,2022/10/06,2022/10/06,2022/9/27 15:00
JRS CARINA,TSL,2239E,CSJ3,TYO,2022/10/03　07:00,2022/10/03　08:00,2022/9/30 23:00
ACACIA WA,TSL,2237E:2237W,SKS,OBE,2022/09/24　06:50,2022/09/24　08:10,2022/9/24 7:00
TS MOJI,TSL,22025N:22026S,JHT,TYO,2022/09/23　07:30,2022/09/23　19:12,2022/9/23 23:00
NYK CONSTELLATION,TSL,090S,JSM,TYO,2022/09/24　18:30,2022/09/24　19:30,2022/9/23 23:00
JRS CARINA,TSL,2239E,CSJ3,TYO,2022/10/03　12:00,2022/10/03　13:00,2022/10/1 23:00
LALIT BHUM,TSL,22013N:22014S,JMV,YOK,2022/09/23　16:25,2022/09/23　17:05,2022/9/23 23:00
TS SHENZHEN,TSL,22020N:22021S,JHT,YOK,2022/09/24　21:00,2022/09/24　22:00,2022/9/23 23:00
TS MOJI,TSL,22025N:22026S,JHT,TYO,2022/09/23　07:00,2022/09/23　19:00,2022/9/23 7:00
TS KOBE,TSL,22022N:22023S,JTK2,YOK,2022/09/26　06:30,2022/09/26　07:30,2022/9/23 23:00
PACIFIC QINGDAO,TSL,2238E:2238W,CSJ3,YOK,2022/09/27,2022/09/27,2022/9/23 23:00
OPTIMA,TSL,22017N:22018S,JTK,YOK,2022/09/26　19:30,2022/09/26　20:30,2022/9/23 23:00
HYPERION,TSL,22017N:22018S,JTK2,OSA,2022/09/23　06:11,2022/09/23　07:02,2022/9/23 23:00
CONTSHIP UNO,TSL,22021N:22022S,JTK,OSA,2022/09/24　16:40,2022/09/24　17:40,2022/9/23 23:00
TS SHANGHAI,TSL,22011N:22012S,JTK3,OSA,2022/09/25　21:10,2022/09/25　22:10,2022/9/23 23:00
ACACIA WA,TSL,2237E:2237W,SKS,OSA,2022/09/23　15:10,2022/09/23　15:51,2022/9/23 23:00
ULTIMA,TSL,22018N:22019S,JHT,OSA,2022/09/23　19:08,2022/09/23　19:45,2022/9/23 23:00
TS MOJI,TSL,22025N:22026S,JHT,YOK,2022/09/22　22:15,2022/09/22　23:06,2022/9/23 7:00
INTRA BHUM,TSL,22020N:22021S,JHT,YOK,2022/10/09,2022/10/09,2022/9/30 23:00
OKEE PIPER,TSL,22019N:22020S,JTK,YOK,2022/10/01　06:48,2022/10/01　16:00,2022/10/1 23:00
GSL ELIZABETH,TSL,029S,JSM,OBE,2022/09/23　06:40,2022/09/23　07:38,2022/9/23 23:00
ACACIA WA,TSL,2237E:2237W,SKS,OBE,2022/09/24　03:00,2022/09/24　08:00,2022/9/23 23:00
CONTSHIP UNO,TSL,22021N:22022S,JTK,OBE,2022/09/25　06:50,2022/09/25　07:50,2022/9/23 23:00
HYPERION,TSL,22017N:22018S,JTK2,OBE,2022/09/23　15:40,2022/09/23　16:35,2022/9/23 23:00
TS SHANGHAI,TSL,22011N:22012S,JTK3,OBE,2022/09/26　14:50,2022/09/26　15:50,2022/9/23 23:00
ULTIMA,TSL,22018N:22019S,JHT,YOK,2022/09/26　09:30,2022/09/26　10:30,2022/9/25 23:00
OKEE PIPER,TSL,22019N:22020S,JTK,OSA,2022/10/03　18:00,2022/10/03　19:00,2022/9/30 23:00
TS KOBE,TSL,22022N:22023S,JTK2,TYO,2022/09/25　06:44,2022/09/25　07:17,2022/9/25 15:00
TS SHENZHEN,TSL,22020N:22021S,JHT,TYO,2022/09/25　06:48,2022/09/26　19:00,2022/9/25 15:00
HALCYON,TSL,22029N:22030S,JTK2,OSA,2022/09/29　08:00,2022/09/29　09:00,2022/9/26 23:00
JRS CARINA,TSL,2238E:2238W,CSJ1,OSA,2022/09/26　06:40,2022/09/26　07:40,2022/9/25 15:00
OPTIMA,TSL,22017N:22018S,JTK,OSA,2022/09/29　18:00,2022/09/29　19:00,2022/9/26 23:00
ACACIA WA,TSL,2239E:2239W,SKS,OBE,2022/10/01　19:55,2022/10/01　20:57,2022/10/1 23:00
ULTIMA,TSL,22018N:22019S,JHT,TYO,2022/09/26　17:42,2022/09/28　18:40,2022/9/28 23:00
SIRI BHUM,TSL,22038E:22038W,SJX5,TYO,2022/09/29　07:00,2022/09/29　08:00,2022/9/28 23:00
OKEE PIPER,TSL,22019N:22020S,JTK,TYO,2022/09/29　17:00,2022/09/30　19:00,2022/9/28 23:00
PACIFIC QINGDAO,TSL,2238E:2238W,CSJ3,TYO,2022/09/28　18:14,2022/09/28　19:06,2022/9/28 23:00
CONTSHIP UNO,TSL,22021N:22022S,JTK,OBE,2022/09/25　06:55,2022/09/25　07:46,2022/9/25 15:00
JRS CARINA,TSL,2239E,CSJ3,TYO,2022/10/03,2022/10/03,2022/9/28 23:00
PACIFIC QINGDAO,TSL,2238E:2238W,CSJ3,YOK,2022/09/27　21:24,2022/09/28　06:42,2022/9/28 23:00
TS KOBE,TSL,22022N:22023S,JTK2,TYO,2022/09/25　06:44,2022/09/25　08:00,2022/9/25 7:00
JRS CARINA,TSL,2238E:2238W,CSJ1,OBE,2022/09/27　06:30,2022/09/27　08:10,2022/9/27 7:00
SIRI BHUM,TSL,22038E:22038W,SJX5,YOK,2022/09/28　18:05,2022/09/28　18:36,2022/9/28 23:00
OPTIMA,TSL,22017N:22018S,JTK,OSA,2022/09/29　19:20,2022/09/29　19:54,2022/9/29 23:00
JRS CARINA,TSL,2239E,CSJ3,YOK,2022/10/03,2022/10/03,2022/9/28 23:00
OKEE PIPER,TSL,22019N:22020S,JTK,OSA,2022/10/03,2022/10/03,2022/9/29 23:00
TS KOBE,TSL,22022N:22023S,JTK2,OSA,2022/09/28　07:43,2022/09/28　08:18,2022/9/28 23:00
YM CONTINENT,TSL,035N:036S,JMV,OSA,2022/09/29　08:30,2022/09/29　09:30,2022/9/28 23:00
ACACIA WA,TSL,2239E:2239W,SKS,OSA,2022/10/01　08:00,2022/10/01,2022/9/28 23:00
HALCYON,TSL,22029N:22030S,JTK2,OSA,2022/09/29　11:10,2022/09/29　12:10,2022/9/28 23:00
OPTIMA,TSL,22017N:22018S,JTK,OSA,2022/09/29　19:10,2022/09/29　20:10,2022/9/28 23:00
HALCYON,TSL,22029N:22030S,JTK2,OBE,2022/09/29　19:50,2022/09/29　20:49,2022/9/29 23:00
JRS CARINA,TSL,2240W,CSJ1,OSA,2022/10/09,2022/10/09,2022/9/28 23:00
NYK CONSTELLATION,TSL,090S,JSM,OBE,2022/09/28　12:45,2022/09/28　13:38,2022/9/28 23:00
HALCYON,TSL,22029N:22030S,JTK2,OBE,2022/09/29　19:20,2022/09/29　20:20,2022/9/28 23:00
TS KOBE,TSL,22022N:22023S,JTK2,OBE,2022/09/28　14:15,2022/09/28　15:07,2022/9/28 23:00
JRS CARINA,TSL,2240W,CSJ1,OBE,2022/10/09,2022/10/09,2022/9/28 23:00
OPTIMA,TSL,22017N:22018S,JTK,TYO,2022/09/26　17:24,2022/09/26　18:20,2022/9/26 23:00
ULTIMA,TSL,22018N:22019S,JHT,TYO,2022/09/26　17:42,2022/09/28　08:00,2022/9/26 23:00
HALCYON,TSL,22029N:22030S,JTK2,TYO,2022/09/26　18:06,2022/09/26　18:52,2022/9/26 23:00
PACIFIC QINGDAO,TSL,2238E:2238W,CSJ3,YOK,2022/09/28,2022/09/28,2022/9/26 23:00
TS SHANGHAI,TSL,22011N:22012S,JTK3,OBE,2022/09/26　17:35,2022/09/26　18:32,2022/9/26 23:00
NYK CONSTELLATION,TSL,090S,JSM,OBE,2022/09/28　13:00,2022/09/28　14:00,2022/9/26 23:00
HALCYON,TSL,22029N:22030S,JTK2,OBE,2022/09/29　12:30,2022/09/29　13:30,2022/9/26 23:00
OPTIMA,TSL,22017N:22018S,JTK,OBE,2022/09/29　22:30,2022/09/29　23:30,2022/9/26 23:00
TS KOBE,TSL,22022N:22023S,JTK2,OSA,2022/09/28　07:40,2022/09/28　08:40,2022/9/28 7:00
TS SHENZHEN,TSL,22020N:22021S,JHT,TYO,2022/09/25　06:48,2022/09/27　18:31,2022/9/27 23:00
ULTIMA,TSL,22018N:22019S,JHT,TYO,2022/09/26　17:42,2022/09/28　19:00,2022/9/27 23:00
PACIFIC QINGDAO,TSL,2238E:2238W,CSJ3,TYO,2022/09/28　16:30,2022/09/28　19:00,2022/9/27 23:00
HYPERION,TSL,22018N:22019S,JTK2,TYO,2022/10/04,2022/10/04,2022/9/27 23:00
CONTSHIP UNO,TSL,22022N:22023S,JTK,TYO,2022/10/07,2022/10/07,2022/9/27 23:00
SIRI BHUM,TSL,22038E:22038W,SJX5,TYO,2022/09/29　06:46,2022/09/29　07:20,2022/9/29 15:00
TS KOBE,TSL,22023N:22024S,JTK2,TYO,2022/10/09,2022/10/09,2022/9/27 23:00
OKEE PIPER,TSL,22019N:22020S,JTK,TYO,2022/09/30　12:00,2022/09/30　13:00,2022/9/29 15:00
OKEE PIPER,TSL,22019N:22020S,JTK,TYO,2022/09/30　12:29,2022/09/30　13:11,2022/9/30 15:00
LORRAINE,TSL,003S,JSM,YOK,2022/10/02　06:35,2022/10/02　07:15,2022/10/2 15:00
PACIFIC QINGDAO,TSL,2238E:2238W,CSJ3,YOK,2022/09/27　21:24,2022/09/28　07:30,2022/9/27 23:00
YM CONTINENT,TSL,035N:036S,JMV,YOK,2022/10/02　07:15,2022/10/02　07:50,2022/10/2 15:00
OPTIMA,TSL,22017N:22018S,JTK,YOK,2022/09/27　18:30,2022/09/27　19:12,2022/9/27 23:00
CONTSHIP UNO,TSL,22022N:22023S,JTK,YOK,2022/10/08,2022/10/08,2022/9/27 23:00
TS KOBE,TSL,22023N:22024S,JTK2,YOK,2022/10/09,2022/10/09,2022/9/27 23:00
OKEE PEARL,TSL,22017N:22018S,JHT,YOK,2022/10/05,2022/10/05,2022/9/27 23:00
OKEE PIPER,TSL,22019N:22020S,JTK,YOK,2022/10/01,2022/10/01,2022/9/29 15:00
LORRAINE,TSL,003S,JSM,YOK,2022/10/01　07:05,2022/10/01　08:05,2022/9/29 15:00
OKEE PIPER,TSL,22019N:22020S,JTK,YOK,2022/10/01　06:30,2022/10/01　16:30,2022/9/30 15:00
LORRAINE,TSL,003S,JSM,YOK,2022/10/02　06:45,2022/10/02　07:45,2022/9/30 15:00
OKEE PEARL,TSL,22017N:22018S,JHT,OSA,2022/10/02　08:56,2022/10/02　09:29,2022/10/2 15:00
YM CONTINENT,TSL,035N:036S,JMV,YOK,2022/10/02　07:30,2022/10/02　08:30,2022/9/30 15:00
JRS CARINA,TSL,2239E,CSJ3,YOK,2022/10/03　18:00,2022/10/03　19:00,2022/9/30 15:00
YM CONTINENT,TSL,035N:036S,JMV,OSA,2022/09/29　08:18,2022/09/29　09:19,2022/9/29 15:00
ACACIA WA,TSL,2239E:2239W,SKS,OSA,2022/10/01　12:00,2022/10/01　PM,2022/9/29 15:00
HALCYON,TSL,22029N:22030S,JTK2,OSA,2022/09/29　11:12,2022/09/29　11:48,2022/9/29 15:00
ACACIA WA,TSL,2239E:2239W,SKS,OSA,2022/10/01　12:10,2022/10/01　13:10,2022/9/30 15:00
OKEE PEARL,TSL,22017N:22018S,JHT,OSA,2022/10/02　11:10,2022/10/02　12:10,2022/9/30 15:00
PACIFIC QINGDAO,TSL,2239E:2239W,CSJ1,OSA,2022/10/04,2022/10/04,2022/9/29 15:00
ACACIA WA,TSL,2240E:2240W,SKS,OSA,2022/10/06,2022/10/06,2022/9/29 15:00
LORRAINE,TSL,003S,JSM,TYO,2022/10/01　06:38,2022/10/01　07:14,2022/10/1 15:00
PACIFIC QINGDAO,TSL,2239E:2239W,CSJ1,OSA,2022/10/05,2022/10/05,2022/9/30 15:00
OPTIMA,TSL,22017N:22018S,JTK,OBE,2022/09/30　06:50,2022/09/30　07:50,2022/9/29 15:00
JRS CARINA,TSL,2239E,CSJ3,TYO,2022/10/03　12:30,2022/10/03　13:30,2022/10/1 15:00
OPTIMA,TSL,22017N:22018S,JTK,OBE,2022/09/30　06:40,2022/09/30　07:20,2022/9/30 15:00
